source,content,sentiment
instagram,بورس صعودی خواهد بود تا آخر سال اگه دنبال سود هستی بهترین بازار حال حاضر بورس هست تا آخر سال بعد سال هم سهم خوب بخری سود خوبی میکنی؛ یه عده ای که دنبال ترسوندن مردم هستند یک مشت دلال خودرو، ملک، و دلار هستند که ناراحت هستند جرا نقدینگی داره میره سمت بورس دنبال این هستنند با ترسوندن مردم نقدینگی بکشن طرف خودشون ، در آخر خودتون تصمیم بگیرین کجا میخواین سرمایه گذاری کنید 🙏,neu
instagram,طرف میشناسم روزی  ده میلیون‌سود میکنه چون همش  بازار مثبته ..البته  نمیفهمی که بورس چیه توضیح بدم. بهت.من خودم با این بازار‌مثبت  روزی  سه میلیون در میارم..حالا تو به فکر اینو اون باش😂😂😂😂پول خوب بیاری  بورس سود خوب میکنی  نه با صدهزارتومن,neu
instagram,بنظرتون برد داره برا مردم,neu
instagram,من از تمام مردم به عنوان تحلیلگر بورس میخوام در بورس سرمایه شونو نریزن، هیچ پشتوانه بنیادی برای رشد وجود ندارد.,neu
instagram,دمت گرم حرفت برام با ارزش بود,pos
instagram,البته فکر کنم سهام شستا خوبه ، خوب خرید و فروش میشه,neu
instagram,من طرفدار دولت نیستم سهام خرید فروش میکنم افرادی که مبتدی هستن سهام عرضه اولیه که تعداد سهامش محدوده خریداری کنند میتوان صد درصد سود کنند چرا بجای انتقاد از فرصت نمی زآرین مردم استفاده کنند با این وضع بد اقتصادی مردم چه اشکالی داره دوباره سود کنن,neg
instagram,تمام اینایی که آیه یاس میخونن خودشون تو کف کد بورسی هستن و بلد نیستن تو بورس کار کنن اتفاقا تو بورس هستیم و سرمایه مون رو بیشتر هم میکنیم شما هم برید دلار و سکه بخرین بالاخره اونا هم باید یه نونی بخورن,neu
instagram,چند بار باید مالباخته بشین حقتونه طمع کنین بورس بخرین بزودی جز مالباختگان هستین,neg
instagram,are,neu
instagram,ببینید دوستان من نظرات همه رو تقریبا خوندم. یه عده اعتقاد دارن که میخوان جیب مردم رو بزنن و یه عده میگن حباب و یه عده میگن همه جا بورس سقوط کرده و ایرانچرا اینجوریه. دوستان عزیز بورس بازار سرمایه هستش و مثل دلار نیست که کاملا دست دولت باشه و شما براحتی میتونی سهامتو بفروشی. اما هر اتفاقی باید ناشی از یه علتی باشه. مثلا اینکه دولت میخواد از فروش سهام هاش کسری بودجه شو جبران کنه قطعا درسته. اما سوال اینجاست چرا باید بورس بریزه؟ کشور ما کشوری با میزان تورم بسیار بالاست و قطعا بازار بورس ارزششو در مقابل تورم حفظ میکنه. دوم اینکه قیمت طلا در حال افزایشه و این باعث افزایش قیمت بورس میشه. سوم اینکه حجم نقدینگی به بورس زیاده و این روند رو صعودی میکنه. من میتونم به عنوان یه تحلیل گر بهتون بگم بازار بورس در سال ۹۹ با پایین و بالا همراه هست و اینجوری نیست دائما مثبت باشه اما در کل امسال بورس سود خوبی به سهامداراش میده و بازار مثبته. اگه مردم جوگیر نشن و با دوتا منفی تو صف فروش نرن ضرر نمیکنن. قطعا بورس سال خوبی را خواهد داشت و هر کسی بتونه استفاده کنه. من فکر میکنم تا سال ۱۴۰۰ و انتخابات ریاست جمهوری این رویه ادامه داره,neu
instagram,مجلس در فكر يك كلاهبرداري جديد است,neu
instagram,"روز قدس را فراموش نميكنيم.🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷 اللهم حفظ قائدنا و مولانا الامام سيدعظيم و حكيم علي خامنه اي.  همه باهم براي كمك به دولت و در جهت "" جهش توليد "" گام برخواهيم داشت",pos
instagram,هاهاهاهاهاهاها.. همه خریداران تا چند ماه دیگه پولشونو از دست میدن و سپاه و دولت شرکتها را ورشکسته اعلام میکنن,neg
instagram,دولت 180هزار میلیارد کسر بودجه داره. بودجه بر اساس نفت 50 دلاری بسته شده. در واقع دولت با ارایه سهام بنگاههای بدهکار و ورشکسته و با تزریق نقدینگی، داره سهام را با نرخهای صوری بفروش میرسونه و احتمالا طی دو ماه اینده نوسانگیرا با سود  کلانی از بازار بیرون میرن و مردم ایندفه برا فروش هجوم میبرن و میرن سراغ بانکها بعنوان ایستگاه اول و بعد دوباره روز از نو...احتمالا ارز. البته دولت تلاش میکنه ثبات را تا گذر بحران رکود جهانی تا چند ماه اینده حفظ کنه.,neg
instagram,#بیداری,neu
instagram,🔥,neu
instagram,دیگه کم آوردند هر غلطی می‌کنند بگیره یا نگیره,neu
instagram,کمکتون میکنم تو هم بورس سود کنید ولی به آینده نگاه کنید ن به حال,neu
instagram,هر وقت قیمت پراید و دلار و طلا سقوط کرد بورسم سقوط میکنه,neu
instagram,این منفی گرا هستن یاهم تو کار دلار طلا هستن نمیخوان,neu
instagram,😂😂😂😂😂😂😂 دزد خونه,neu
instagram,این نقشه حساب شده هستش و خیلی ها به دام میفتن و بعد برای پول هاشون باید بدوون و در آخر باتوم و اسپری فلفل نصیبشون میشه میگی نه _______________×,neg
instagram,در حالی که در تمام دنیا بورس سیر نزولی دارد در ایران رشد داشته به نظر شما این رشد حقیقی است یا بادکنکی که بزودی خواهد ترکید و مننجر به ورشکستگی بسیاری سهامدار خوشخیال؟,neu
instagram,خب صرافی های داخلی استفاده کن یا از خارجیاشم میشه ولی با ایپی و فیلترشکن مخصوص,neu
instagram,بازارو دارن بزرگ میکنن که کار بسیار درستی هم هست,pos
instagram,😂😂😂,pos
instagram,افرین,pos
instagram,درسته دولت کسری بودجه داره و با این کار جبران میکنه کسریشو ولی خیلیا میتونن از این فرصت استفاده کنن و سرمایشونو چند برابر کنند الان داره روزی ۵درصد هر سهمی مثبت میخوره یعنی تو یه ماه پولت دوبرابر بیشتر شده تازه دولتم بخواد در بره هنوز سهام عدالت و etf مونده پس اونم حالا حالاها با بورس کار داره,pos
instagram,نه بابا ما فک کردیم دلسوز مردمه😂😂😂,neu
instagram,👏👏👏👏👏🌷🌷🌷🌷🌷,pos
instagram,👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿,neu
instagram,اطلاعاتت از بورس در حد همون بورس و شانه هست😂 شما وارد نشو تو بورس,neg
instagram,غ غرق ص,neu
instagram,چش بسته غیب گفت,neu
instagram,🔥🔥,neu
instagram,سرمایه گذاری دربورس اشتباه محض،،،نکنید این کارو,neg
instagram,دقیقا مثل عمه ی من،,neu
instagram,تا يكماه وقت داريد عجله نكن بزن تو گوگل راجع بش اطلاعات كافي هست,neu
instagram,همه میخوان بفروشن خریدار نی 😂,neu
instagram,وفتی ک آزاد بشه توی بورس اینترنتی میفروشی. این نیس ک شما یکی پیدا میکنی ازت بخره. درخواست فروش میزنی بعد دو سه روز پولش نیاد ب حسابت. باید بزی کارگزاری. کد بورسی هم باید بگیری.,neu
instagram,شک نکنید،اخرشم قشنگه😂😂😂,pos
instagram,سهام کاوان آینده رو چک کن,neu
instagram,😅😅😅خوب شد گفتی مجلس وگرنه نمیدونستیم,neu
instagram,ETF چطوره؟,neu
instagram,حرف نداره,pos
instagram,اطلاعات کافی ندارم ولی دربارش خودندم حتما کد بورسی میخواد atf,neu
instagram,هذف زدن جیب ملت,neg
instagram,فرید خیلی خرید😂😂😂😂شوخی کردم,neu
instagram,خسته نباشید  تازه  فهمیدید  دولت بوجه نداره ی ریزشی میخواد باشه که تو تاریخ بورس ایران ثبت بشه کی خدا میدونه,neg
instagram,پول مفتو بذارن تو حلقتم شما پس میزنی میگی نمیخوام😄😄😄,neg
instagram,آره چون کلا عشق پول نیستم,neu
instagram,به جای فکر فرار تو هم بجنب بورس هر روز کلی سود میده,neu
instagram,نیتشون فقط بالا کشیدن پول مردمه,neg
instagram,خوبه که ؟؟؟,neu
instagram,تازه فهمیدی؟ زحمت کشیدین ب خودتون فشار آوردین، بعد واگذاری را بگو چی میشه؟,neg
instagram,برای ما که زاییده,neu
instagram,فصل دزدی نظام,neg
instagram,شصت و نه میلییون و پانصد,neu
instagram,😂😂😂,pos
instagram,پ ن پ ملت کوس خول💩💩,neg
instagram,میرن جلوی درگاه خودپرداز پول بگیرن یهو میبینن عی دل قافل به گاه رفتن و از درگاه خودپرداز عکس بیلاخ میاد بیرون انگشت شچن میکنه میره تو,neg
instagram,داداش خیلیا دارن سود میکنن اما خب هدف خالی کردن جیب مردم هست ولی واقعا میشناسم روزی میلیون در میارن اما خب از ی برهه به بعد هرکی بگیره بیجارست,neg
instagram,قیافت شبیه این تمبرهای پاکت که پاره شدن زرد شدن به گا رفتن معلوم نیست از کدوم کوره دهاتی تونستی به نت وصل بشی,neg
instagram,لایک نمیکنم زودتر نسل گداهای لایک منقرض شه,neg
instagram,مثل همیشه,neu
instagram,توک میدونی توضیح بده😃,neu
instagram,هر کی میاد بورس باید اول یاد بگیره بعد بیاد هفتاد درصد کسانی که میان تو بورس همون سالی که اومدن همون سال میرن  پشت سر شون رو نگاه نمی کنند,neu
instagram,با یک دست میده با دو دست پس میگیره بیچاره مردم که همیشه کسری بودجه رو تامین کنن,neg
instagram,خب الان اینهمه آدم بلدن بنظرن؟ هشتاد درصد ملت فرق بورس و فارکس رو نمیدونن تازه سه ماه پیش ماشین فروخن سهام خریدن. فک کردی ملت کلاس میرن؟ نخیر شنیدن سود داره اومدن خریدن. سال بعد نصف همینا سکته میکنن بخاطر همینن گوهی که خوردن. دولت کارشو بلده,neg
instagram,مگه دولت مقصره  اول یاد بگیرن بعد بیان,neu
instagram,باید همه اینها رو تحریم کنن تا سقوط کنن. بابا از اینا چیزی به کسی نمیماسه. خیلیها که اصلا پولی ندارن بخوان جایی سرمایه گذاری کنن. اونهایی هم که دارن بزودی مثل اون مابقی به خاک سیاه میشینن.,neg
instagram,خودت هم همدستشونی,neg
instagram,💙💙,pos
instagram,ما همیشه قهرمانیم سرور کیسه کشاییم کیسه کش باید بدونه که همیشه زیرمونه❤️❤️❤️❤️❤️❤️,neu
instagram,همون یع چهارمون هم که رفت تو کونمون😭😭😭😭😭😭😭😭😭 نظر بزرگان بعد یکی از بازیها😂😂😂❤️❤️❤️❤️,neu
instagram,میثاقی خبرنگار استقلال جوان بوده,neu
instagram,تو برا چاره تا بازی خودتو میکشی ما برای چهار تا جام باید چیکار کنیم,neu
instagram,فیفا چند وقت پیش تاریخ قهرمانیه اسیا  رو تبریک گفت جیگر ( بیدار شو صبح شده)💙,neu
instagram,"داداش آخرين قهرماني هر دو تيم بر ميگرده به ٢٩ و ٣٠ سال پيش...استقلال ١٩٩٠_پرسپوليس ١٩٩١
نميدونم الان داري با چي كري ميخوني؟؟
در ضمن ماادعاي آسيا نداريم اما بازم فينال ليگ قهرمانان رو ديديم...شما كه پرافتخارترين تيم ايران تو آسياييد چرا نرفتيد هنوز؟؟",neu
instagram,الانم چهارساله شماها واسه سلامتی ورزش میکنین😂,neu
instagram,قهرمانی آسیا رو نمیشه با پول خرید حتی با سلطانیفر هم نمیشه😂,neu
instagram,میشه نشون ماهم بدی فیفا کجا تبریک گفت,neu
instagram,رید به لنگیا😂,neu
instagram,ای جانم آرش💙💙💙💙,pos
instagram,ارزانترین🌷لاکچری ترین🌷با کیفیت ترین🌷متنوع ترین🌷خرید بی واسطه🌷ارسال به تمام نقاط میخوای؟🌷به پیج ما سر بزن.,neu
instagram,💙💙💙💙,pos
instagram,چهارتایی شدن توسط سرورشون رو با افتخار نشون میدن!,neu
instagram,استقلال هیچوقت ۴ بار پشت سر هم پرسپولیس رو نبرد دربی 73 مساوی شد,neu
instagram,به ما گفتن به خاطر اماده نبودن  تیم حکومتی لیگ یه ماه دیرتر شروع میشه ....رفتیم اردو ...بعدشم جامو با اسنپ واستون فرستادن... درست قضیه همین سپاهان که ترسیدید بعدا بازی کنید بیشتر تلاش کردید با لابی بازی  امتیاز بگیرید,neu
instagram,میدونی ما تیم حکومتی لابی باز هر چی تو بگی. ولی تیم هاتون وجودش رو دارن تو زمین حرف بزنن نه تو فضای مجازی. هم استقلال هم سپاهان.,neu
instagram,❤️♠️دقیق ترین فال ترکیبی ارمنی با موکل♥️♠️,neu
instagram,😂😂😂😂😂😂😂😂😂😂😂اخه اسکول هر وقت با نام استقلال رفتی فینال اسیا و جام گرفتی اونوقت بیا بحث کنیم .😂😂😂😂😂😂😂😂😂😂,neu
instagram,"آخه دیوس  یه بازیش که گندش در اومد ، جک تری دی استفاده کردین، بعدش تخم سگ پشت سر هم نبوده، ۴ هم بزار کس ننت، همون ۴ تا گذاشتیم تو پاتون ، (۴-۲) 
هم ۴ واسه ماس، هم ۶ 😏😐
بنگر مثه بز نشسته جوابشو نمیده ، خاک تو سرت",neg
instagram,درت و بزار چاقال,neg
instagram,میگه یه لحظه فکر کردیم دوباره تو لیگ دسته سه بازی می‌کنیم؟,neu
instagram,هیچ خری برای قهرمانی تو آسیا و کله هیچ جای دنیا ستاره نمیزنه شاشیدم تو اون ستاره چهار جانبتون 🤣🤣🤣🤣🤣,neu
instagram,بعد برانکو فهمیدیم ک مسجد جای گوزیدن نیست,neu
instagram,😂💙👑,pos
instagram,۴ فینال اسیا💜💜💜💜,neu
instagram,👌👌💙,pos
instagram,خودشونم نميدونن اون چهار برا چيه 😂,neu
instagram,نه همین الانشم با افتخار طرفدار پر افتخار ترین تیم ایرانم...الانم اگه لابی بازی نداشتید استقلال تو اوج میموند 👑💙,neu
instagram,میگه انقد برده بودیم تیم اخوندیو که فکر میکردیم تو لیگ برتر نیس بازی یعنی در حد تیم محلات میدیدن پرسپولیسو😂,neu
instagram,گیرمونه گیرمونه,neu
instagram,روش نمیشه بگه ایمون زائد😂😂,neu
instagram,همون تیم غری اسیا ۶ تا گذوشت درتونا عمرو که یادته 😂😂,neu
instagram,اره خیلی خنده داره  فقط چهار تا بازیو ببری و اون بشه باعث افتخار برات🤣🤣🤣🤣🤣🤣,neu
instagram,"تو نگاه بنگر یه ""به شخممه خاصی وجود داره""",neu
instagram,عجب کصخولی تو😂😂😂 خب تو اون جام کصشر چرا نبودید مغز فندقی ؟ 😂😂😂😂 لنگی بودن بیماریست باهاتون مهربونیم 😂😂😂,neu
instagram,پنجمی رو ایمون زائد ی جورررری گذاشت درتون ک هنوزم جاش درد میکنه😂😂😂😂 گوز باقالی.,neu
instagram,اول یه سر به امار دربیا بزن ببین برد کی بیشتره بعد نطق کن 😉,neu
instagram,الان afcرو برد زیر سوال میگه ۴ بار رفتیم فینال اسیا😂😂😂😂😂😂,neu
instagram,دوست عزيز اگر با سلطانى فر نشه با آقاى مصطفوى و ساعتهاى طلاى  رولكس ميشه,neu
instagram,💙💙💙💙,pos
instagram,پرسپولیس بیشتر گل زده و بیشتر گاییده چستقلالو😉,neu
instagram,فقط شیش تا یها 😂,neu
instagram,پ هنو حرف علی پروین و گوش نکردی,neu
instagram,چقد این میثاقی احمقه که هنوز نمیدونه یه بازی بین این چهارتا مساوی شده!!!,neg
instagram,شما باید بدونین که فقط باید بیاین کیر استقلالی ها رو بخورین 😂😂😂😂,neu
instagram,بدبختا چیزی ندارن همش عن موش سر هم میکنن خاک تو سرتون,neg
instagram,☕☕👌👌💙👌👌☕☕💙☕☕👌💙,pos
instagram,اره تو طویله تون 24 از 26 بیشتره😂😂😂😂😂کونتون گذاشتیم بد😉😂😂😂,neg
instagram,💙💙💙💙💙آرش آقای گل,neu
instagram,بد دهن لنگیارو سرویس کرد ک😂💙💙💙💙,pos
instagram,شما علی الحساب ی تیکه یخ بزار تا بعد اذان شیاف بزن و روزت باطل نشه😂😂😂😂,neu
instagram,قشنگ با احترام ریدی بهشون دمت گرم😂😂,pos
instagram,آرش عقده ای شده بود ۴ یعنی پوکر قهرمانی,neu
instagram,چند ساله زیرمون دارین بال بال میزنین 🤣,neu
instagram,اره روزای خوبی بود گل سالم پرسپولیس زمانی که بازی صفر صفر بود تو همون بازیا مردود اعلام کرد داور خط بعدا هم اومد گفت اشتباه کردم خلاصه که دیگه خوابشو ببنید😂,neu
instagram,فینال آسیایی که با تیم های بنگلادش باشه تکلیفش مشخصه,neu
instagram,یادش رفته نشسته بود سر بازی با العین به عنوان کارشناس به تته پته افتاده بود.حالا زبون باز کرده بچه❤️❤️❤️❤️❤️❤️,neu
instagram,حرفای بنگرم بزار بابت پوکر کردن. کیسه کش. میگم پیام صادقیان بیادااااا❤️❤️❤️❤️❤️❤️,neu
instagram,درود بر آرش ریز بین ! خیلی خیلی استادانه  توضیح داد ! واقعاً دَمِش گَرم ! 👍💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,pos
instagram,شل ناموس حرفای محسن بنگرم بذا .. پاندا کنفو کار,neu
instagram,ببینید میثاقی چقدر استقلالی از موقعیت سوخته زمانی کا دو هیچ توو اون دربی معروف جلو بودن صحبت می کنه...هنوز تاول و سوزشش از بین نرفته😂,neu
instagram,اوخی 😂😂حتما واسه اون ۲_۲هم سجده ی شکر کردین👏😂😂😂😂😂😂😂,neu
instagram,💙💙💙💙,pos
instagram,ده نفره ده دقیقه ۳گل 😅😅😅😅 هنوزم دارن میسوزن,neu
instagram,چه سوزشی داشته که بازیهای غیر رسمی ام حساب میکنید🤣🤣,neu
instagram,کیسه کش به بابا طارمی بی احترامی نکن😂,neu
instagram,دوست داشتنی ترین💙,pos
instagram,چهارتای طارمی ومسلمون حال داد,neu
instagram,آخ آخ ایمون زاید چه کرد😘,pos
instagram,زنده باشی آرش  آبی...آرش ایرانی... آرش کمان گیر...,pos
instagram,💙💙,pos
instagram,#جام_در_جام_باشگاههای_آسیا,neu
instagram,والا یه دربی این وسط که مساوی شد میثاقی خوب گفت کیسه کشا گقتن درمقابلدشیش تایی ها ماهم یه چیزی داشته باشیم,neu
instagram,👌👌,pos
instagram,نمادشونم مثله ستاره هاشون میمونن😂😂😂,neu
instagram,حدتی ترش چقد زیبا جواب لنگی ها رو میده هم بی احترامی نمیکنه به کسی هم جرف دل هواداران ذو میزنه واقعا لنگی ها کمی نگاه کنن شاید یه کمی ادب فرهنگ واحترام یادبگیرین ازسروشون💙💙💙💙,neu
instagram,👌,pos
instagram,اگه علی انصاریان یا مهرداد میناوند جلوش بود میفهمید چطور. جوابش بده یه بی زبون اوردن اینم براش شاخ شده اخه جام چهار جانبه کجا فینالی که ما رفتیم کجا جوجه ماشینی ❤️❤️❤️❤️❤️❤️,neu
instagram,💙💙💙💙,pos
instagram,چه موضوع مهمی بود ورزش ۳ آبو بریز اونجا که میسوزه جام ندارین کری بازی هایی که پرسپولیس بازیکن نداشته و بردید برای چی میخونید,neu
instagram,قر ریشه دن 😂😂😂,neu
instagram,کدوم دوتا ستاره؟؟🤣🤣🤣 حتی پیشکسوتان استقلال هم این دوتاشامپوستاره گلرنگ رو قبول ندارند. برید مصاحبه پرویز مظلومی رو ببینید,neu
instagram,لنگيا واس خودشون قانون ساختن و ستاره زدن رو لباسشون اوج حقارت يه تيم🤣🤣,neu
instagram,محسن زومبی اونجا چی کار میکنه 😂😂😂😂,neu
instagram,اخه پلشت خان ٤جانبه امجديه رو ميگي فينال اسيا؟ ما ١٢ تا بازي برديم تازه رسيديم فينال اسيا شما با اندونزي اسرائيل و مالزي بازي كردي با ٢ تا برد ميگي فينال اسيا اسكل خان، اون موقع پرسپوليس تمام بازيكناش تيم ملي بود اصلا وقت نميكردن برن با اين تيماي سطح پايين بازي كنن، به گفته علي پروين كه گفت اگه ما ميدونستيم ٤ جانبه بازي كردن با اين تيماي سطح پايين فردا روزي ميشه قهرماني اسيا ١٧ تا ازين جامها داشتيم فهميدي😂♥️♥️♥️♥️♥️♥️,neg
instagram,عادل کجایی برینی بهشون,neu
instagram,لنگیون خوب یادتون باشه ک قبل سلطانی فر چی بودین😓😓بازیچه تیم های معمولی بودین...یه بازی درمیون چهارتا چهارتا میرفت درت😓یه تیم معمولی و ته جدولی بودین...بعد چیشد ک بعد روحانی و سلطانی خر شدین صدرنشین؟؟؟ چرا صدای کاپیتان تیم ملی و همه تیم ها هم دراومد بخاطر این تبعیض ها؟؟ مگه سپاهان سه بار پشت سرهم قهرمان لیگ نشد؟؟ چرا کسی نگفت سپاهان تحت حمایت وزیر ورزشه؟؟؟؟؟ خب تا نباشد چیزکی مردم نگویند چیزها...😄ولی خب تا 1400 صبر میکنیم,neu
instagram,این بیشتر به کیسه تیکه انداخت ده دقیقه سه گل🤣🤣,pos
instagram,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⡼
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣾⠈
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⡟
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⠸⠀⣴⡀⣰⣦
⠀⠀⠀⠀⠀⣠⠾⢿⣿⣿⣦⣄⠀⠀⣾⣿⠈⣾⣿⡿⣿⡿
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣽⡿⠋⠀⣾⣿⡟⠀⠙⠟⠈⠙⠈
⠀⠀⠀⠀⠀⠀⣀⣴⠟⠋⠈⠀⡼⣿⣿⢸⠀⠀⢀
⠀⠀⠀⠀⣠⣾⠟⠈⠀⠀⠀⠀⢿⣿⣿⣧⢀⣠⢸
⠀⠀⠀⣰⡿⠈⠀⠀⣠⢀⠀⠀⢱⣿⣿⣿⣿⡿⠈
⠀⠀⣰⡿⠈⠀⠀⣰⣿⣷⠀⠀⠀⠙⢿⣿⡿⠈
⠀⣰⣿⠈⠀⠀⠀⢿⣿⠏
⣸⣿⣿⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⣠⠸
⣿⣿⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡾⠋
⢿⣿⣿⣿⣷⣤⣀⣀⣀⣀⣠⣴⣾⠏⠈
⠀⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠈
⠀⠀⠙⠻⠿⣿⣿⠿⠟⠋⠈
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⢀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿
⢶⣶⣶⣶⣶⣶⣶⣾⣿⣿⣿⣿⣿⣷⣶⣶⣶⣶⣶⣶⡶⠐
⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠉
⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁
⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⠁
⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸
⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠉⠻⢿⣿⣿⣿
⠀⠀⠀⠀⣰⣿⡿⠋⠀⠀⠀⠀⠀⠙⢿⣿⢸
⠀⠀⠀⠀⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠙⠁
⠀
⠀⣴⣶⣶⠀⣀⣴⣶⣄⠀⠀⣿⣿⣿⣿⣷⢀⠀⣠⣶⣤
⢺⣿⣿⣿⠀⣿⣿⣿⣿⣇⠀⣿⣿⣿⣿⣿⢸⣾⣿⣿⣿⣷
⠀⠋⣿⣿⠀⣿⣇⣀⣿⣿⠀⠀⠀⠀⣿⣿⠀⣿⡿⠉⢿⣿⢸
⠀⠀⣿⣿⠀⢿⣿⣿⣿⣿⠀⠀⠀⣾⣿⡏⠀⣿⢸⠀⠀⣿⢸
⠀⠀⣿⣿⠀⣄⢀⣠⣿⣿⠀⠀⣠⣿⣿⠁⠀⣿⣷⠀⣼⣿⢸
⠀⠀⣿⣿⠀⣿⣿⣿⣿⠋⠀⣠⣿⣿⠋⠀⠀⠙⢿⣿⣿⡿
⠀⠀⠛⠛⠀⠉⠛⠋
⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣿⢀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣼⣿⣷
⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣿⣿⡆
⠀⠀⠀⠀⠀⠀⠀⠀⣾⣿⣿⣿⣿
⢶⣶⣶⣶⣶⣶⣶⣾⣿⣿⣿⣿⣿⣷⣶⣶⣶⣶⣶⣶⡶⠐
⠀⠙⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠉
⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠟⠁
⠀⠀⠀⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⠁
⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸
⠀⠀⠀⠀⠀⣿⣿⣿⣿⠟⠉⠻⢿⣿⣿⣿
⠀⠀⠀⠀⣰⣿⡿⠋⠀⠀⠀⠀⠀⠙⢿⣿⢸
⠀⠀⠀⠀⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠙⠁
⠀
⠀⣴⣶⣶⠀⣀⣴⣶⣄⠀⠀⣀⣴⣶⣄⠀⠀⠀⣠⣶⣤
⢺⣿⣿⣿⠀⣿⣿⣿⣿⣇⠀⣿⣿⣿⣿⣇⠀⣾⣿⣿⣿⣷
⠀⠋⣿⣿⠀⣿⣇⣀⣿⣿⠀⣿⣇⣀⣿⣿⠀⣿⡿⠉⢿⣿⢸
⠀⠀⣿⣿⠀⢿⣿⣿⣿⣿⠀⢿⣿⣿⣿⣿⠀⣿⢸⠀⠀⣿⢸
⠀⠀⣿⣿⠀⣄⢀⣠⣿⣿⠀⣄⢀⣠⣿⣿⠀⣿⣷⠀⣼⣿⢸
⠀⠀⣿⣿",neu
