timestamp,content,sentiment
"May 3, 2020 @ 13:57:36.588","اسنپ نمیخواد عیدی بده",unk
"May 3, 2020 @ 13:57:36.499","بخدا مردم خودشون خیلی میفهمن اکثرا میگن چجوری با این قیمتها کار میکنید مسخرمون میکنن خدا ازتون نگذره شب عیدی با این قیمتها بیچارمون کردید",unk
"May 3, 2020 @ 13:57:36.410","عالی بود🌹🌹",unk
"May 3, 2020 @ 13:57:36.355","کلا دعا کردن و توسل کردن جایگاهی نداره بین شما مثل اینکه",neu
"May 3, 2020 @ 13:57:36.299","اسنپ امسال یه خاطره بد گذاشت.اتوبوس تبریز به قم رو لغو کردن و 10 درصد رو از مشتری گرفتن. متاسفانه جواب گو هم نبودن",unk
"May 3, 2020 @ 13:57:36.244","حداقل طبیعی بازی کنید",unk
"May 3, 2020 @ 13:57:36.189","اسنپ دزد",unk
"May 3, 2020 @ 13:57:36.133","یه چیزی بگم اسنپ خوشش بیاد =منم دلم تنگ شده برا خر حمالی برم از صبح تا بوق سگ برا شرکت کار کنم شب هم هر چقدر کار کردم فرداش بدم برا تعمیر ماشین# چطور بود اسنپ",unk
"May 3, 2020 @ 13:57:36.078","عالی، دستتون از این پیام زیبا درد نکنه. به امید گذشتن روزهای سخت🌹🌹🌹🌹🌹",unk
"May 3, 2020 @ 13:57:36.023","❤❤❤",unk
"May 3, 2020 @ 13:57:35.967","حاجی اسیر سبیلتم. 😂",neu
"May 3, 2020 @ 13:57:35.911","سی‌ بیلات‌ خیلی ناجوره‌. راستش بیست‌ بیل‌ بیشتر نیست‌. شایدم‌ کمتر",unk
"May 3, 2020 @ 13:57:35.857","اینها که همه رعایت میکنن پس این میلیون میلیون ماشینی که واردشمال شده از مریخ اومدن ؟",unk
"May 3, 2020 @ 13:57:35.801","یه کد تخفیف بزریر",unk
"May 3, 2020 @ 13:57:35.746","سال نوبرتمام هموطنان عزیز وخانواده بزرگ وتوانمنداسنپ پیروز باد.همیشه یه پله از رقیبات برتری..",unk
"May 3, 2020 @ 13:57:35.691","👌",unk
"May 3, 2020 @ 13:57:35.636","اگه پیامک به راننده داشته باشه خوبه",unk
"May 3, 2020 @ 13:57:35.580","ارشیا جان کلا هفت سین داریم و هفت نفر بیشتر نمیتونست تو کلیپ باشه،. مثبت فکر کن. شاید به نام گاندی نیوفتاده اصلا 😅",unk
"May 3, 2020 @ 13:57:35.524","ایشالا ک این روزای سختی و قرنطینه به زودی تموم میشه و من پفک میخرم و میریزم رو زمین بعد برمیدارم فوت میکنم میخورم 😂",unk
"May 3, 2020 @ 13:57:35.469","سلام بیگی هستم از قزوین سال خوشی رابرای همگی دوستان ارزو میکنم❤️❤️❤️❤️👏",unk
"May 3, 2020 @ 13:57:35.414","👏❤️👏❤️",unk
"May 3, 2020 @ 13:57:35.358","خاک بر سر مردم ما ب جای اینکه به دستفروش بیشتر بدن میخوان کمتر بدن خداااااا",unk
"May 3, 2020 @ 13:57:35.303","دلمون واسه خيلي چيزها تنگ شده
براي خيلي چيزها",unk
"May 3, 2020 @ 13:57:35.248",Good,unk
"May 3, 2020 @ 13:57:35.194","اشکم در اومد... این روزا باید هر چی زودتر بگذره و فقط با قوی موندنمون و مراقبت از خودمون و خانواده و جامعه امکان پذیره . کاش این روزا بهم دیگه رحم کنیم و باعث بیماری و درد دیگران نشیم تا این کابوس زودتر تموم بشه ❤️",unk
"May 3, 2020 @ 13:57:34.218","کسایی که‌ توی ویدیو هستن اعضای اسنپ هستند؟",unk
"May 3, 2020 @ 13:57:34.162","اسنپ پولمونو نخوره عیدی پیش کشش پول منو خورده این اسنپ",unk
"May 3, 2020 @ 13:57:34.107","ولی بازم یه عده گوسفند پا میشن میرن مسافرت یا دید و بازدید عید، و همینها  ویروس رو بیشتر منتشر میکنن",unk
"May 3, 2020 @ 13:57:34.052","🌺🌺🌺👍👍👍",unk
"May 3, 2020 @ 13:57:33.997","دلتون اگه واسه چیزای دیگه لک زده بیاین خونه من تنهام 😂",unk
"May 3, 2020 @ 13:57:33.942","سیبیل چقدر تغییر کرده نشناختمش😁",unk
"May 3, 2020 @ 13:57:33.887","من نگران نگرانیتون شدم اینقدر نگران نشید پوستتون خراب میشه دست برداریر از این حقه بازیاتون کلاهبردارا با کمیسیونا میرین شمال جوج میزنید با نوشابه اونوقت استوری میکنید نگرانید و دلتنگ ولخرجیاتون",unk
"May 3, 2020 @ 13:57:33.831","سال نو مبارک باشه انشالله که سال خوبی در پیش داشته باشن همه مردم ایران زمین واول سلامتی وبعد هم کارتهای پر پول که بتونیم با دوباره با اسنپ بریم بیرون سر کارهامون بگو انشالله🌹🌹🌹🌹🙏🙏🙏🙏🙏",pos
"May 3, 2020 @ 13:57:33.776","❤️❤️❤️",unk
"May 3, 2020 @ 13:57:33.709","Snapp chi bod chi shod hale adam az bazi azin ranandehash beham mikhoreh",unk
"May 3, 2020 @ 13:57:33.638","نوروز مبارکه تیم خوب و خستگی ناپذیرتون باشه.",unk
"May 3, 2020 @ 13:57:33.531","چه قدر مسخرند",unk
"May 3, 2020 @ 13:57:33.465","💚",unk
"May 3, 2020 @ 13:57:33.400","💚🙏",unk
"May 3, 2020 @ 13:57:33.333","سکه تو هفت سین نیست هفت تا سین باید طبیعی باشه پس عیدتون مبارک نیست سال دیگه حواستون باشه",unk
"May 3, 2020 @ 13:57:33.267","❤️❤️❤️❤️",unk
"May 3, 2020 @ 13:57:33.200","نوروز مبارکه تیم خوب و خستگی ناپذیرتون باشه.",unk
"May 3, 2020 @ 13:57:33.134","❤️👏",pos
"May 3, 2020 @ 13:57:33.067","Very good👌",unk
"May 3, 2020 @ 13:57:33.000","اسنپ نمیخوای عیدی بدی؟😐",unk
"May 3, 2020 @ 13:57:32.933","کسایی که اسنپ کار میکنن یا هر تاکسی اینترنتی دیگه تو این وضعیت و شرایط درامد به چه صورته روزانه اگر ده ساعت کار داشته باشی ؟.. ممنون میشم جواب بدین🙌❤️",unk
"May 3, 2020 @ 13:57:32.849","😂",unk
"May 3, 2020 @ 13:57:32.768","کرایه هات افتضاح دیگه کار نمیکنیم",unk
"May 3, 2020 @ 13:57:32.701","عید بچه های همه ورتیکال ها و هوریزنتال ها مبارک",unk
"May 3, 2020 @ 13:57:32.646","دیگه از تخفیف خبری نیست چرا ؟🌷",unk
"May 3, 2020 @ 13:57:32.591","دمتون گرم هزار بار براتون بهترین ها ارزو میکنم",unk
"May 3, 2020 @ 13:57:32.535","با سلام و درود
سال 98 پر بود از حوادث بد و متاسفانه هزاران هموطن را در حوادث گوناگون از دست دادیم
 و هنوز ادامه دارد!
هرکاری کردم که با خودم کنار بیام و سال 99 را تبریک بگم نشد . دل و زبانم با این درد هموطنان و روزهای کرونایی به تبریک نمی رود .
امسال بنده به احترام هموطنان عزیز نه سفره ای دارم و نه تبریکی . تنها سال خوبی را برای شما آرزومندم و انشاالله سال جدید سال خوبی باشه . 
لطفا مراقب خودتون و سلامتیتون باشید.
با تقدیم احترام 
رضا بهادران 💐🙏",neg
"May 3, 2020 @ 13:57:32.480","Awli bood,man un ghesmat k maman i neshoon dad geryeam gereft",unk
"May 3, 2020 @ 13:57:32.424","کد تخفیف covid194uرو بزنید یه سفر مجانی ۲۰۰۰۰تومنی داره",unk
"May 3, 2020 @ 13:57:32.370","این کد تخفیف واس شما covid194u",unk
"May 3, 2020 @ 13:57:32.314","😂",pos
"May 3, 2020 @ 13:57:32.258","عيدت مبااارک پس",unk
"May 3, 2020 @ 13:57:32.204","😂😂😂راس میگی؟",unk
"May 3, 2020 @ 13:57:32.148","😂😂",unk
"May 3, 2020 @ 13:57:32.093","نه دیگه😂",neu
"May 3, 2020 @ 13:57:32.037","چرا😂",unk
"May 3, 2020 @ 13:57:31.981","چرا اخه😂",unk
"May 3, 2020 @ 13:57:31.893","😂",pos
"May 3, 2020 @ 13:57:31.838","😂😂😂😂😂ببخشید راحت باش داداش",unk
"May 3, 2020 @ 13:57:31.783","نه دیگه تا این حد نمی تونه شادمون کنه",unk
"May 3, 2020 @ 13:57:31.728","😂😂ایشالا برا ۱۴۰۰",unk
"May 3, 2020 @ 13:57:31.672","😂🙏",pos
"May 3, 2020 @ 13:57:31.617","عیدت مبارککک",unk
"May 3, 2020 @ 13:57:31.562","code takhfif nmidid?",unk
"May 3, 2020 @ 13:57:31.506","❤️👏عالی بود روحیه بخش ووحدت بخش",unk
"May 3, 2020 @ 13:57:31.451","واقعا متاسفم که به فکر مردم نیستید به جای پرداخت پول نقد که منبع اصلی ویروسه کاری دیگه کنید",unk
"May 3, 2020 @ 13:57:31.395","بیمه سپرده زندگی بهترین هدیه به عزیزانتان، و کسانی که دوستشان داری.، سال نو مبارک،، نمایندگی ۴۸۶۰ بیمه زندگی ملت، حامی: نخبگان، هنرمندان، ورزشکاران، جامعه پزشکی و پرستاری و.... (ویژه هموطنان عزیز و اتباع محترم) 🌹🌹🌹",unk
"May 3, 2020 @ 13:57:31.340","حاجی ناموسا سرشو بزن یخورده شده مث شمشیر امام جعفر صادق",unk
"May 3, 2020 @ 13:57:31.293","عالی😍😍",pos
"May 3, 2020 @ 13:57:30.277","❌تبلیغات رایگان❌
در راستای حمایت از کسب و کار در شرایط کنونی """"تبلیغ رایگان"""" برای شما انجام میشود. به ما دایرکت بدید
👏👏👏
#کرونا #کرونا_را_شکست_میدهیم
#تبلیغات #تبلیغ_اینستا #تبلیغ_رایگان_مشاغل",unk
"May 3, 2020 @ 13:57:30.222","خدایی اسنپ قیمتش با تاکسی فقط هزار تومن اختلاف دارع واسی چی اینجوری کردینش؟",unk
"May 3, 2020 @ 13:57:30.167","بابا بسه تورو خدا انقدر با تبلیغات چرند حال ما هارو بد نکنید الان اسنپ به عنوان یه سازمان چه خدمتی به کاربرای رانندش کرده ...؟ یکی جواب سوال منو بده لطفا",unk
"May 3, 2020 @ 13:57:30.111","لطفاکلیپ هايتان رابلحاظ ساختاری قصه،،بهتربسازید،،،بنده مدیرتولیدسینما و تلویزیون م،،،کارگردانان بزرگی بامن کارکرده اند،،،به تیم من بسپاريد،،،، سریال هوش سیاه،و....جزو کارهای جناب ابپرور است،ایشان اولین سازنده کلیپ درايران است،،،بنده تهیه کننده، آخرین کارایشان بوده م،،،درخدمتیم،باقیمت مناسب",unk
"May 3, 2020 @ 13:57:30.056","😂😂😂",unk
"May 3, 2020 @ 13:57:30.000","bokonesh to halghe nanat😂😂😂",neg
"May 3, 2020 @ 13:57:29.934","😉👊",unk
"May 3, 2020 @ 13:57:29.867","💚",unk
"May 3, 2020 @ 13:57:29.801","💚",unk
"May 3, 2020 @ 13:57:29.735","😊🙏",unk
"May 3, 2020 @ 13:57:29.668","👨‍💻💚",unk
"May 3, 2020 @ 13:57:29.602","کاش دوستان رو هم تگ‌ می کردین 😂",neu
"May 3, 2020 @ 13:57:29.535","نگرانی که تو شهرستان 20درصد کمیسیون میگیرید. ولی در تهران 15درصد. 🤔🤔🤔",unk
"May 3, 2020 @ 13:57:29.469","چقدر کرایه هاتون گرون کردین!!!",unk
"May 3, 2020 @ 13:57:29.403","توکل به الله",unk
"May 3, 2020 @ 13:57:29.337","تبریکتون بحال ما اثری نداره بجاش یکم تخفیف بزارین مثل قبل تا جایزه های مسخرتون 👎👎",unk
"May 3, 2020 @ 13:57:29.270","سالِ نو برای شما هم مبارک باشه💕💕",unk
"May 3, 2020 @ 13:57:29.203","عالی واقعا لذت بردم",unk
"May 3, 2020 @ 13:57:29.137","خسته نباشید سال جدید ایرانی بر شما مبارک",unk
"May 3, 2020 @ 13:57:29.071","😮😮بیخیال",neu
"May 3, 2020 @ 13:57:29.005","دلم برای خانوادم تنگ شده اولین نوروز که پیش مامان بابام نیستم 😔ولی دلم نمیخواد اتفاقی برای هیچکدومشون بیفته‌ صبر میکنم. این روزا میگذره 💜💜",unk
"May 3, 2020 @ 13:57:28.938","عالی و تاثیر گذار بود مرسی اسنپ👏❤️👌",unk
"May 3, 2020 @ 13:57:28.871","✔️ماهم یک ویروس بودیم بعدشدیم باکتری بعدچندسلولی‌شدیم صاحب اندام شدیم ازآب بیرون آمدیم تکامل یافتیم امااونهابه همان شکل باقی ماندندوجهش یافتنددرهمان مقیاس تک سلولی وشمارشان زیادشدوواردبدن میزبان شدندگرچه عقل شعورندارنداماغریضی رفتارمی‌کنند🦠🤷🏻‍♂️",unk
"May 3, 2020 @ 13:57:28.805","کاش زودترهمه ناراحتیا تموم بشه😥😔💚💚💚💚💚💚💚💚💚💚💚💚💚",neu
"May 3, 2020 @ 13:57:28.739","من نگران اینم که با وجود این ویروس جون خودم و خونوادمو به خطر میندازم باکرایه هایه پایین مسافرای اسنپو جابه جا میکنم و اسنپ هیچ علاقه ای به سلامت، وقت، سرمایه، وزندگیه ما نداره. آخه بی انسافا اگ مجبور نبودی واسه 8هزار تومن نصف شهرو طی میکردیم؟!!!!",unk
"May 3, 2020 @ 13:57:28.672","❁﷽❁ حالِ نیکو،فالِ نیکو؛ سهم هر روزِ شما
شاد وپیروز ومبارک باد نوروزِ شما
هر دم و هرروزتان سرشار احوالاتِ ناب،
لحظه هاتان شادِشاد و دلخوشیتان بی حساب!
سال نو مبارک🌹
ارادتمند 
رضا حریر چی",pos
"May 3, 2020 @ 13:57:28.605","اون سیب ات تو حلقم",unk
"May 3, 2020 @ 13:57:28.538","زنده باد عالی❤️",unk
"May 3, 2020 @ 13:57:28.473","برای مایی که دو هفتس تو خونه قرطینه هستیم چکا کردی اسنپ . منی که تمام وقت کار میکنم منی که ۳ ملیون قصدمو فقط از این راه در میارم . اره اسنپ سال نوت مبارک 😭",unk
"May 3, 2020 @ 13:57:28.407","حس پوپولیستی از این کلیپ داشتم! 👎👎👎",unk
"May 3, 2020 @ 13:57:28.340","عالی 😍😍",unk
"May 3, 2020 @ 13:57:28.273","دلش برا کیرم تنگ شده",unk
"May 3, 2020 @ 13:57:28.207","اقا یکی جواب بده چرا اسنپ وام ۲ میلیونی دولت رو به راننده هاش نمیده ولی تپسی میده؟؟؟؟",unk
"May 3, 2020 @ 13:57:28.153","من اسنپ رو دیلیت کردم برای همیشه",unk
"May 3, 2020 @ 13:57:28.096","پس کرایه ها چرا اینجوری؟ ؟ سال پیش عید کرایه ها عالی بود ولی امسال مثل روزهای عادی",unk
"May 3, 2020 @ 13:57:28.041","😂😂 اونروز طرف سوار شده موقع پیاده شدن میگه من شنیدم اسنپ ارزون.. گفتم ارزون گعتن ولی نگفتن مقت که",unk
"May 3, 2020 @ 13:57:27.986","ممنون بزرگوار",unk
"May 3, 2020 @ 13:57:27.930","پرو‌کردن مردم و دیگه فقط کونه اسنپ‌گنده باید کنی من الان چند ماه میشه دیگه بعد گرونی سوخت پاک کردم اسنپ دیگه کار نمیکنم اونروز یه جا‌میخواستم برم اسنپ گرفتم یارو با دنا پلاس اومد کرایه زده بود پنج هزارتومن گفتم ماشالله تا دلاوری های مثل تو بااین ماشین و بنزین سه تومنی هستن چرا اسنپ گرون کنه واقعن الان ماشین دربیاری بیرون هزینش بیشتره تا با اسنپ بخای بری صلواتی دیگه",neg
"May 3, 2020 @ 13:57:27.875","❤️❤️❤️❤️❤️",unk
"May 3, 2020 @ 13:57:27.819","والا به خدا",unk
"May 3, 2020 @ 13:57:27.764","❤️❤️❤️❤️❤️❤️❤️❤️❤️ #در_خانه_میمانم",neu
"May 3, 2020 @ 13:57:27.708","تو دوزار به فکر راننده باش راست میگی یه ماه کمیسیون نگیر",neu
"May 3, 2020 @ 13:57:27.653","آقا امروز طرح زوج و فرده؟",unk
"May 3, 2020 @ 13:57:27.599","باید بگی دلم برای  حمالی کردن تو اسنپ تنگ شده🤣🤣🤣🤣",unk
"May 3, 2020 @ 13:57:27.542","برای امثال ما بدبخت بی پول ها هیچ فرقی نمیکنه که کرونا یا مرگ باشه یا نه",unk
"May 3, 2020 @ 13:57:27.488","۱",unk
"May 3, 2020 @ 13:57:27.432","پیگیری کنید لا اقل یه کمک هزینه بهمون بدن برای بیکاری",neu
"May 3, 2020 @ 13:57:27.377","❤️❤️❤️❤️❤️❤️👏👏👏👏👏👏👏",unk
"May 3, 2020 @ 13:57:27.322","شما به کسی که ۱۱۱۲ سفر با اسنپ انجام داده باشه جایزه نمیدید؟!",unk
"May 3, 2020 @ 13:57:27.281","خیلیها مثل من، از ترسشون دیگه تا وقتی مریضی رفع بشه اسنپ کار نمیکنن .ایا اسنپ توی این بحران به راننده های قدیمیش کمک میکنه که از گشنگی نَمیرن...😢",unk
"May 3, 2020 @ 13:57:25.937","سلام امیدوارم کرونا باعث بشه تیم اسنپ از سر تقصیرات رانندگانی که مسدود شده اند بگذره. ممکنه راننده ای از سر ناآگاهی یا اشتباه مسدود شده لطفا فرصت کار را ازش نگیرید. بزارید کار کنه.",neu
"May 3, 2020 @ 13:57:25.882","اسنپ خیلی خیانتکاره,توی این اوضاع بد مملکت اسنپ هم کرایشو گرون کرده",unk
"May 3, 2020 @ 13:57:25.827","شعور میخواد که متاسفانه بعضیها ندارند مثل گاو و گوسفند زدند به جاده",unk
"May 3, 2020 @ 13:57:25.771","بدون تخفیف خرید نکنید🛒📴😍",unk
"May 3, 2020 @ 13:57:25.716","💚",unk
"May 3, 2020 @ 13:57:25.661","💚",unk
"May 3, 2020 @ 13:57:25.606","🙏💚",unk
"May 3, 2020 @ 13:57:25.551","خوب بود قیمت ها رو هم اضاف کنید پول وایتکس و الکل در بیاد🤣",unk
"May 3, 2020 @ 13:57:25.495","کاش همیشه تخفیف میذاشتین الان ک متروها و اتوبوس ها تعطیلن هم میذاشتین",unk
"May 3, 2020 @ 13:57:25.440","کاش واس کادر درمان مه مجبورن تو این ایام سرکار برن حداقل تخفیف داشتین مسیر خونه تا بیمارستان 
نه اینکه مسیری رو که قبلا با ده تومن میشد رفت الان با هفده هزار تومان.
نصف پول شیفتت و باید هزینه رفت و آمد بدی....",unk
"May 3, 2020 @ 13:57:25.384","آمین",unk
"May 3, 2020 @ 13:57:25.328","عالی بود 👌🌸",unk
"May 3, 2020 @ 13:57:25.273","👌👌",unk
"May 3, 2020 @ 13:57:25.218","💙💙",pos
"May 3, 2020 @ 13:57:25.163","سلام جالب بود ،از کرایه ها چه خبر؟درستشون کردید یا هنوز بریم گدایی؟من ازبیستم اسفند تا امروز که 4 فروردینه خاموشم.فقط وفقط وفقط بخاطر کرایه های خنده دار شما.",unk
"May 3, 2020 @ 13:57:25.107","كوفتتون ميگيره يه كد تخفيف بفرستيد ؟؟؟",unk
"May 3, 2020 @ 13:57:25.051","سلام وقت بخیر امسال #تسویه_در_لحظه  رو فعال کنید",neu
"May 3, 2020 @ 13:57:24.997","گروهتون عالیه 👍",unk
"May 3, 2020 @ 13:57:24.941","خدا رو شکر ........ همه شادن .... حجاب هم ک تعطیل هست ...",unk
"May 3, 2020 @ 13:57:24.886","خاک تو سر اسنپ که همش داره مرده خوری میکنه. لعنت بر حرومزاده. بیچاره راننده باید بیشتر از اینکه جیب خودش رو پر کنه جیب این احقارو پر میکنه. نه امکاناتی نه تسهیلاتی الان در این اوضاع. خیلی ها از این حرومزاده با اون قیماتهای مزخرفشون زندگی رو می چرخونن. الان اینا فقط به فکر خودشونن. چرا به فکر خودتونین لعنتیا.",unk
"May 3, 2020 @ 13:57:24.830","💞💞😍😍😍",unk
"May 3, 2020 @ 13:57:24.775","💙💙👏👏",unk
"May 3, 2020 @ 13:57:24.720","🙏🏻🙏🏻🙏🏻",unk
"May 3, 2020 @ 13:57:24.664","لوگوتون چرا کپی شده از yahoo هستش؟ ینی کسی نبود براتون خلاقانه لوگو طراحی کنه؟",neu
"May 3, 2020 @ 13:57:24.609","سلام
میخواستم بگم که چرا وضعیت کرایه هارو درست نمیکنید،مخصوصا این روزا که جون راننده در خطره و همه ای جای شهر رو سنگ گذاشتن و تا بخوای مسافر به مقصد برسونی باید ۴ یا ۵ کیلومتر از پس کوچه ای ، بالاخره یه راهی پیدا کنی،
تورو خدا این کرایه هارو درست کنید ، اینقدر کرایه ها پاینه که مسافر چندین بار درخواست تکرار میکنه اخرشم مجبوره توقف در مسیر بزنه تا کرایه بره بالا تا بلکه درخواستش قبول بشه روزانه چندین مورد اینجوری میبینم، هم مسافر کلافه میشه هم راننده، بابا نمیخواد کرایه هارو بالا ببرید ،فقط کرایه رو منصفانه و عادلانه بزنید ، شماها خودتون جای ما بذارید،یه سری به یدکی ها و تعمیرگاه بزنید ببینید چه خبره، از وضعیت بازار و قیمت سوخت و استهلاک و روغن و بیمه که خودتون مطلعید ، درخواست تجدید نظر در قیمت کرایه ها رو خواستاریم،",unk
"May 3, 2020 @ 13:57:24.531","واسه کارم که از دست دادم😔باچه شورو شوقی بعداز دریافت اولین سرویسم از طرف اسنپ میرفتم بیرون و شب خسته برمیگشتم خونه",unk
"May 3, 2020 @ 13:57:24.476","به اینا تبریک نگو اینا دزد و حرومزاده ان",unk
"May 3, 2020 @ 13:57:24.421","oh my gosh.but it now is Patrick's day. you should say happy Patrick's day",unk
"May 3, 2020 @ 13:57:24.355","🙇‍♂️",unk
"May 3, 2020 @ 13:57:24.288","اقایون و خانومای مسافرکش  تا کی میخایید مفت بری کنیید تو این ناوگان",unk
"May 3, 2020 @ 13:57:24.222","who's Patrick and what is Patrick's day? It's New year in our country",unk
"May 3, 2020 @ 13:57:24.155","it's belong to ireland people all over the world and they wear green dress and Chicago's river got green in usa  on the occasion of Patrick's day",unk
"May 3, 2020 @ 13:57:24.089","اسنپ مفته حال میکنید واسه خودتون",unk
"May 3, 2020 @ 13:57:24.023","خانوم پرستو چرا نبودن؟",unk
"May 3, 2020 @ 13:57:23.956","it's amazing",pos
"May 3, 2020 @ 13:57:23.890","سلام سالی بدون ویروس برا شما و همکاران اتون ارزومندام سال نو مبارک",unk
"May 3, 2020 @ 13:57:23.823","خدایی خوشم اومد زبانت خوبه.اهل کجایی؟",unk
"May 3, 2020 @ 13:57:23.757","سپاس. همچنین برای شما. من اهل تهران هستم. شما چی؟",unk
"May 3, 2020 @ 13:57:23.690","منم اهل تهران .نارمک.شما کدوم منطقه اید؟",unk
"May 3, 2020 @ 13:57:23.624","غرب تهران",unk
"May 3, 2020 @ 13:57:23.558","غرب تهران شلوغه.صادقیه؟",unk
"May 3, 2020 @ 13:57:23.491","شهران. ولی غربی‌ها تو غرب راحت ترن و شرقی‌ها تو شرق",unk
"May 3, 2020 @ 13:57:23.425","من قبلا توی پونک بودم.پشیمانم اومدم اینجا",unk
"May 3, 2020 @ 13:57:23.358","چسنپ خوبه یا عنسی",unk
"May 3, 2020 @ 13:57:23.292","خداحافظمون باشه",unk
"May 3, 2020 @ 13:57:23.226","خواهشن احساساتی نشید طاقت بیاری خوبه زود میگذره بااین کلیپ ی عده را تحریک میکنی که قرنطینه بشکنند",unk
"May 3, 2020 @ 13:57:23.170","اسنپ به راننده هاش میگه حضوری بیاید دفاتر برای کار های پشتیبانی این کمپانی اصلا به سلامت مسافر و راننده اهمیتی نمیده",neg
"May 3, 2020 @ 13:57:23.121","بسیار زیبا",unk
"May 3, 2020 @ 13:56:22.849","👏👏👏",unk
"May 3, 2020 @ 13:56:22.793","از اسنپ عزیز میخواهیم که به درختا هم بپردازه، چون مصرف کاغذ بیشتر برابر با قطع بیشتر درختانه #نه_به_کاغذ 💙💚",unk
"May 3, 2020 @ 13:56:22.738","🌍♻️",unk
"May 3, 2020 @ 13:56:22.683","اقا خیلی وقته کد تخفیف ب من نمیدینا‌😑😑😑",unk
"May 3, 2020 @ 13:56:22.627","با سلام الان وقتشه اسنپ نورگیر تبلیغاتی بده به راننده ها و  تو نرم افزار مسافر  اسنپ تاکید کنه پول نقد ممنوع ، یکاری میکرد که وام 2 میلیون برا تمام راننده ها تعلق میگرفت الان دوماهه کار نکردیم  پولی نداریم",unk
"May 3, 2020 @ 13:56:22.571","#ماییم_و_یک_زمین",unk
"May 3, 2020 @ 13:56:22.516","قیمت پایه تو درست کن وگرنه اینجوری پیش بری خودت میمونی و مسافرهات",unk
"May 3, 2020 @ 13:56:22.461","👏💚",unk
"May 3, 2020 @ 13:56:22.406","قراره ما حواسمون به همه چی باشه به جز قیمتهای مزخرف اسنپ. بلکه اینجوری حواس راننده هارو پرت کنید",unk
"May 3, 2020 @ 13:56:22.350","❤️👏",unk
"May 3, 2020 @ 13:56:22.295","این ۲تومن وام ما چی شد🤦‍♂️",unk
"May 3, 2020 @ 13:56:22.240","👏🌷",unk
"May 3, 2020 @ 13:56:22.192","زمین که داره به........میره وام چی شوده🔥",unk
"May 3, 2020 @ 13:56:21.343","تا زمانیکه رانندگان اینترنتی اتحادیه مستقل تشکیل ندهند خواسته های منطقی وبحق خود را در چهار چوب قانون نمی‌توانند بدست بدست آورند...",unk
"May 3, 2020 @ 13:56:21.265","راننده ها اگه از کرایه ناراضی هستین خوب سرویس نگیرین به خدا اگه دو روز راننده ها سرویس نگیرن کرایه ها عادلانه میشه",unk
"May 3, 2020 @ 13:56:21.188","گوه خوردین",unk
"May 3, 2020 @ 13:56:21.133","چرادیگه تخفیف نمیدید.؟ من مشتری ثابت اسنپ هستم",neu
"May 3, 2020 @ 13:56:21.078","سلام یه سوال در مورد اسنپ بار، وقتی وانت بگیریم چند سفارش همزمان داره، و الویت بندی میشه؟ مثلا اگه یه تخت خواب بخواد بار بزنه بیاره هزینش همون که اعلام شده؟",unk
"May 3, 2020 @ 13:56:21.022","وقتی رهبر و رئیس جمهور این مملکت خیلی راحت دروغ میگن ، شما از این شرکتهای خون آشام چه انتظاری دارید ؟",neg
"May 3, 2020 @ 13:56:20.956","ببینید اگه فقط ۱ ساعت همه راننده ها درخواست قبول نکنن سیستم بصورت اتوماتیک کرایه ها رو بالا میبره یا خود مسافر مقداری توقف میزنه کرایه ها منصفانه تر میشه تا بخواد زودتر به مقصدش برسه اگه تعداد زیاد راننده همزمان انلاین بشن باعث کاهش قیمت کرایه ها میشه سیستم بصورت اتو ماتیک میسنجه که تعداد درخواست از تعداد راننده کمتره کرایه رو کاهش میده تا بصورت رقابت برای راننده ها که کرایه کمتری قبول میکنن درخواست مسافر رو قبول کنه اگه قرار نیست که کار کنی پس اکانت کاربریتو روشن نکن تا باعث کاهش قبمت کرایه ها نشی و اگر مسافر کمه به هیچ عنوان قیمت پایین کرایه قبول نکن تا سیستم قیمت رو اصلاح کنه یا خود مسافر  پس دوستان عزیز ممنون که وقت گذاشتین و مطلبی رو که براتون گذاشتم رو خوندین 🙌🙌🙌😍",neu
"May 3, 2020 @ 13:56:20.855","❤️ تولید و فروش ماسک‌های تنفسی ❤️  ❤️",unk
"May 3, 2020 @ 13:56:20.789","❤️چ",unk
"May 3, 2020 @ 13:56:20.723","👏👏👏👏👏❤️",neu
"May 3, 2020 @ 13:56:20.656","مرسی اسنپ 👏",unk
"May 3, 2020 @ 13:56:20.590","اسنپ خیلی بصرفه من قبلاازاتوبوس استفاده میکردم همش وقتم صرف انتظاربرای اتوبوس میشدولی الان ازاسنپ استفاده میکنم بعضی روزهاحتی کرایه ای که میدم کمترازاتوبوس میشه حالا زمان واینکه زودتربایدحرکت میکردم بااتوبوس که به موقع سرکارم حاضرباشم بماندخسته نباشیدراننده های زحمتکش اسنپ",pos
"May 3, 2020 @ 13:56:20.524","به راننده ها تون ماسک و دستکش و مواد ضد عفونی تحویل ندادین😡😡😡😡😡😡😡😡",unk
"May 3, 2020 @ 13:56:20.458","وای به روزی که زمین مارا نفرین کند جای نفس کشیدن نداریم",unk
"May 3, 2020 @ 13:56:20.391","❤️",unk
"May 3, 2020 @ 13:56:20.325","این چه کرایه ای آخه کمترش کردید نسبت به سال قبل",unk
"May 3, 2020 @ 13:56:20.258","😢😢😢",unk
"May 3, 2020 @ 13:56:20.192","گوشت کمتر استفاده کنیم و مرغ و... برای آینده ی خودمون و زمینی بهتر 🙌🔥",unk
